symbol,window,stop_multiplier,target_multiplier,total_return_pct,sharpe_ratio,max_drawdown_pct,trade_count
BTC-USD,2016-09-19..2021-09-18,4.0,6.0,9.995454516425806,0.9080549441733979,3.1598756413911655,95
BTC-USD,2021-09-19..2026-09-19,1.0,2.0,-0.20932056839609858,-0.021806464932509206,3.5428677810033298,457
BTC-USD,2021-09-19..2026-09-19,1.0,3.0,-1.0168255045563068,-0.116487794073681,4.5735168958825065,348
BTC-USD,2021-09-19..2026-09-19,1.0,4.0,-0.98463653409675,-0.10926389243868574,4.206328409980619,294
BTC-USD,2021-09-19..2026-09-19,1.0,6.0,-0.018116787644606447,0.004251670691840114,4.385659884320066,223
BTC-USD,2021-09-19..2026-09-19,1.5,2.0,-1.1593084563579992,-0.13916256123413984,4.277058655502653,339
BTC-USD,2021-09-19..2026-09-19,1.5,3.0,0.8473357013405014,0.10410808767283032,3.356238323736157,261
BTC-USD,2021-09-19..2026-09-19,1.5,4.0,0.31784694357406273,0.04228142480479991,4.1685404323295945,209
BTC-USD,2021-09-19..2026-09-19,1.5,6.0,0.3000954962586677,0.03925652328778366,4.450186250520332,160
BTC-USD,2021-09-19..2026-09-19,2.0,2.0,-2.0315640361982523,-0.244602279599504,4.8178183439235145,269
BTC-USD,2021-09-19..2026-09-19,2.0,3.0,0.07029642275593329,0.014082682248882233,3.4924260046215134,207
BTC-USD,2021-09-19..2026-09-19,2.0,4.0,-1.286722309981947,-0.1404761762756638,4.9124615128626985,172
BTC-USD,2021-09-19..2026-09-19,2.0,6.0,-1.9897771912531614,-0.2107466320553359,5.7040104347797635,134
BTC-USD,2021-09-19..2026-09-19,3.0,2.0,-2.7101631196589926,-0.3091709910899469,5.214629671224979,202
BTC-USD,2021-09-19..2026-09-19,3.0,3.0,-0.47186254709526976,-0.04518463360394175,4.364315734353899,162
BTC-USD,2021-09-19..2026-09-19,3.0,4.0,-0.6884972564243141,-0.06861396731521607,5.179472848977223,128
BTC-USD,2021-09-19..2026-09-19,3.0,6.0,-1.3815592353796369,-0.1425162527123851,4.875760809875002,95
BTC-USD,2021-09-19..2026-09-19,4.0,2.0,-4.34549699557839,-0.486108900902738,6.899372224746234,177
BTC-USD,2021-09-19..2026-09-19,4.0,3.0,-2.4096354288981936,-0.2526526016835324,6.221333378781473,132
BTC-USD,2021-09-19..2026-09-19,4.0,4.0,-2.336747516523585,-0.24201256517918787,6.627674878398296,111
BTC-USD,2021-09-19..2026-09-19,4.0,6.0,-2.7039040282742177,-0.2821224212659028,6.169551660961385,82
